,Promedio1,DesviacionEstandar1,Media1,Minimo1,Maximo1,Promedio2,DesviacionEstandar2,Media2,Minimo2,Maximo2,Promedio3,DesviacionEstandar3,Media3,Minimo3,Maximo3,Promedio4,DesviacionEstandar4,Media4,Minimo4,Maximo4,Promedio5,DesviacionEstandar5,Media5,Minimo5,Maximo5,Promedio6,DesviacionEstandar6,Media6,Minimo6,Maximo6,Promedio7,DesviacionEstandar7,Media7,Minimo7,Maximo7,Promedio8,DesviacionEstandar8,Media8,Minimo8,Maximo8,Promedio9,DesviacionEstandar9,Media9,Minimo9,Maximo9,Promedio10,DesviacionEstandar10,Media10,Minimo10,Maximo10,Promedio11,DesviacionEstandar11,Media11,Minimo11,Maximo11,Promedio12,DesviacionEstandar12,Media12,Minimo12,Maximo12,Emocion
10,0.0,55.89,15.47,-188.09,82.93,0.0,93.62,-19.47,-155.68,270.54,0.0,113.38,2.83,-248.97,280.09,0.0,109.07,3.9,-330.65,235.62,0.0,115.89,-6.26,-275.25,302.93,0.0,144.73,-5.21,-346.52,359.62,0.0,200.89,-40.04,-371.88,455.14,0.0,155.21,2.11,-343.84,370.26,0.0,138.82,8.35,-352.23,334.33,0.0,149.03,4.96,-373.23,370.23,0.0,163.49,4.46,-466.95,307.17,0.0,128.44,3.39,-282.51,294.64,03
11,0.0,39.76,13.53,-147.93,46.39,0.0,69.59,7.04,-205.85,152.39,0.0,98.48,5.7,-220.97,223.73,0.0,124.56,-9.39,-260.82,335.09,0.0,117.22,5.84,-270.0,293.97,0.0,126.82,28.66,-375.65,264.19,0.0,156.2,-8.19,-328.18,463.9,0.0,139.84,-17.09,-341.41,306.41,0.0,137.68,24.79,-297.65,317.15,0.0,123.33,2.95,-453.49,261.46,0.0,166.92,-9.24,-394.45,405.69,0.0,128.1,-0.66,-326.61,391.09,04
12,0.0,58.54,26.95,-158.42,73.54,0.0,86.42,1.24,-245.92,226.44,0.0,124.28,5.23,-243.49,256.49,0.0,138.05,2.65,-362.41,353.09,0.0,95.88,20.35,-222.93,245.2,0.0,152.0,7.32,-353.09,323.21,0.0,166.94,-50.33,-251.23,456.72,0.0,210.53,-19.97,-388.63,558.83,0.0,153.55,7.78,-576.84,323.53,0.0,166.95,-18.06,-369.39,443.79,0.0,198.15,-18.05,-488.39,411.85,0.0,155.41,-12.25,-354.61,302.84,05
13,0.0,66.18,19.65,-189.76,82.39,0.0,83.9,-0.41,-226.7,174.16,0.0,113.76,1.31,-295.68,333.71,0.0,120.57,-5.36,-407.83,318.13,0.0,118.67,-8.97,-323.39,307.2,0.0,173.47,25.59,-437.38,315.34,0.0,154.19,-0.42,-351.18,299.51,0.0,163.12,6.79,-473.33,403.04,0.0,133.38,2.49,-479.81,276.16,0.0,150.68,2.36,-400.36,318.81,0.0,147.1,6.93,-415.13,274.52,0.0,166.42,-4.52,-354.15,406.8,06
14,0.0,59.4,19.72,-186.6,81.16,0.0,100.63,-12.24,-255.65,187.92,0.0,111.91,3.76,-343.89,313.24,0.0,131.03,1.16,-313.19,328.74,0.0,132.49,-0.04,-301.47,296.71,0.0,151.62,-0.73,-358.92,288.48,0.0,205.12,-43.71,-389.46,520.27,0.0,140.91,-9.91,-277.86,350.54,0.0,144.31,10.4,-402.8,327.88,0.0,147.89,-14.47,-378.63,424.9,0.0,187.76,3.69,-396.89,366.61,0.0,128.99,-1.27,-368.59,369.38,07
15,0.0,61.4,21.0,-176.18,87.59,0.0,96.62,21.19,-258.07,148.84,0.0,137.79,-21.72,-281.04,338.6,0.0,121.24,-1.21,-321.67,260.94,0.0,116.75,-1.93,-259.55,271.04,0.0,160.83,34.71,-485.89,315.78,0.0,177.91,-28.18,-426.6,416.16,0.0,174.66,-27.43,-375.72,499.81,0.0,134.62,-3.82,-415.9,379.24,0.0,172.21,-9.53,-373.67,353.96,0.0,173.95,3.6,-444.58,460.26,0.0,164.73,-12.81,-331.8,447.99,08
16,0.0,63.37,20.02,-200.43,86.97,0.0,72.06,2.63,-162.16,167.29,0.0,112.62,-12.28,-183.48,361.7,0.0,127.11,-23.02,-192.73,289.46,0.0,154.16,16.24,-459.0,316.48,0.0,121.51,12.07,-372.95,325.65,0.0,157.48,5.41,-389.53,322.86,0.0,164.58,0.94,-344.86,358.34,0.0,130.31,-2.97,-259.8,284.79,0.0,142.49,-6.84,-343.92,380.89,0.0,148.51,-7.01,-482.26,340.05,0.0,165.04,8.53,-414.96,323.36,01
17,0.0,47.57,11.21,-139.66,82.62,0.0,80.07,2.39,-196.63,141.09,0.0,78.77,-8.04,-214.65,183.69,0.0,144.64,10.52,-423.2,254.12,0.0,135.83,11.52,-263.4,243.1,0.0,121.1,22.46,-311.61,272.01,0.0,190.03,0.98,-431.81,406.43,0.0,154.16,7.46,-410.66,362.28,0.0,128.64,-0.99,-288.97,265.43,0.0,149.21,-23.78,-301.66,442.68,0.0,146.94,-6.68,-365.91,318.56,0.0,150.2,16.29,-329.27,376.99,02
18,0.0,68.42,25.22,-235.08,77.09,0.0,74.18,-3.41,-178.56,211.81,0.0,124.31,-12.15,-237.23,401.13,0.0,162.29,1.89,-323.32,374.29,0.0,175.0,24.09,-388.58,370.27,0.0,135.05,-7.38,-417.55,340.36,0.0,149.4,16.08,-499.99,334.19,0.0,132.15,-1.47,-415.83,328.12,0.0,142.09,-14.63,-321.62,334.83,0.0,151.05,-9.2,-439.5,370.52,0.0,124.95,-9.26,-265.23,312.15,0.0,159.7,7.28,-367.66,365.74,03
19,0.0,49.81,9.45,-142.57,77.6,0.0,83.06,15.4,-184.37,143.21,0.0,74.06,3.9,-160.05,202.33,0.0,144.26,-0.54,-301.81,247.31,0.0,137.92,12.57,-358.59,310.79,0.0,123.01,-4.99,-282.92,269.97,0.0,168.25,10.63,-414.4,345.4,0.0,157.5,17.21,-343.14,279.76,0.0,121.33,15.99,-307.85,315.57,0.0,178.27,-0.76,-408.18,361.4,0.0,113.78,-3.35,-270.58,287.99,0.0,139.03,8.32,-346.53,299.53,04
20,0.0,44.68,11.6,-137.5,83.49,0.0,86.82,13.16,-213.56,162.01,0.0,85.95,-3.37,-199.17,210.62,0.0,130.32,13.84,-264.09,243.62,0.0,131.26,19.08,-271.92,263.43,0.0,148.31,26.12,-332.45,326.2,0.0,205.06,-29.69,-449.92,672.86,0.0,163.34,-16.26,-486.55,492.54,0.0,137.04,12.9,-336.63,364.84,0.0,174.9,-1.15,-604.15,508.35,0.0,126.41,-6.43,-329.47,330.24,0.0,149.63,-4.93,-350.31,362.06,05
21,0.0,57.62,14.76,-150.66,96.16,0.0,70.56,6.32,-158.55,127.45,0.0,86.89,9.07,-223.2,175.74,0.0,128.15,-18.69,-233.06,275.82,0.0,132.59,13.74,-270.83,302.88,0.0,126.64,-2.96,-365.06,276.27,0.0,113.32,-11.6,-286.45,364.57,0.0,162.44,3.14,-435.92,402.14,0.0,137.93,5.88,-332.25,290.91,0.0,155.59,-1.93,-322.36,362.16,0.0,134.8,1.83,-356.92,224.59,0.0,191.84,29.92,-456.38,463.98,06
22,0.0,63.92,16.78,-162.09,105.37,0.0,98.62,-6.6,-188.64,216.23,0.0,95.82,-9.65,-221.47,266.13,0.0,136.91,24.41,-353.47,231.73,0.0,133.98,1.03,-359.12,421.75,0.0,175.54,13.96,-395.81,374.44,0.0,143.03,6.02,-482.82,283.81,0.0,145.16,13.2,-371.37,325.87,0.0,152.22,-16.35,-466.1,372.19,0.0,124.04,-0.84,-315.97,277.26,0.0,120.31,18.08,-299.65,410.84,0.0,119.17,3.17,-279.27,468.82,07
23,0.0,55.88,16.64,-202.7,80.4,0.0,58.21,0.01,-149.91,144.62,0.0,123.31,-3.62,-210.05,434.87,0.0,130.27,-20.57,-240.28,425.46,0.0,134.96,-12.17,-290.6,289.92,0.0,142.03,2.52,-441.13,356.61,0.0,135.35,3.66,-415.72,327.2,0.0,132.99,-10.61,-273.86,358.33,0.0,129.12,8.87,-438.96,245.54,0.0,147.63,-10.15,-469.24,344.37,0.0,114.47,-4.26,-327.41,252.86,0.0,142.9,6.8,-378.83,398.82,08
24,0.0,54.07,11.6,-183.14,68.84,0.0,107.46,12.18,-214.62,225.64,0.0,139.09,16.02,-279.78,380.85,0.0,108.18,-5.96,-325.4,258.28,0.0,107.0,-14.25,-273.94,277.9,0.0,172.73,-14.94,-585.98,411.72,0.0,170.82,-31.38,-311.8,514.53,0.0,154.46,-0.73,-333.9,304.48,0.0,134.19,4.46,-322.2,396.09,0.0,129.2,-8.36,-427.23,387.45,0.0,132.91,1.34,-257.24,398.68,0.0,124.61,-3.76,-383.32,276.3,01
25,0.0,57.96,19.82,-151.89,72.99,0.0,113.56,5.75,-262.16,210.29,0.0,115.97,-5.25,-237.5,326.35,0.0,103.33,-6.74,-320.66,218.26,0.0,98.4,-6.09,-205.55,265.17,0.0,157.51,9.23,-435.29,383.03,0.0,172.5,-2.65,-420.32,358.51,0.0,144.65,17.73,-608.52,328.91,0.0,145.6,2.59,-402.54,270.12,0.0,130.38,-7.26,-350.9,398.71,0.0,128.94,-20.43,-300.28,447.19,0.0,126.58,16.82,-301.56,277.48,02
26,0.0,61.45,20.77,-184.33,78.31,0.0,106.18,1.11,-187.98,209.1,0.0,128.66,-7.39,-242.98,368.4,0.0,86.14,4.58,-203.59,186.4,0.0,103.21,-10.84,-215.44,272.92,0.0,162.23,3.39,-393.89,350.9,0.0,172.09,-8.63,-371.09,394.15,0.0,137.96,8.57,-286.0,347.06,0.0,158.56,-26.81,-397.81,367.96,0.0,146.36,11.7,-311.26,356.83,0.0,156.64,-0.3,-294.28,435.38,0.0,125.29,1.33,-334.27,346.54,03
27,0.0,58.4,23.74,-185.54,89.16,0.0,107.73,11.98,-245.92,204.24,0.0,125.06,-3.5,-284.58,407.93,0.0,90.34,-0.66,-234.05,197.37,0.0,112.45,-5.58,-242.14,256.69,0.0,146.8,10.38,-437.04,334.52,0.0,170.02,-20.7,-402.26,472.98,0.0,173.71,9.94,-394.58,391.03,0.0,135.28,2.27,-369.47,323.44,0.0,128.76,5.65,-456.01,369.66,0.0,160.02,6.61,-488.99,372.15,0.0,134.14,12.36,-296.74,345.67,04
28,0.0,70.86,30.23,-170.35,84.65,0.0,101.49,-21.75,-232.88,259.49,0.0,130.27,-1.47,-344.79,372.21,0.0,108.62,9.29,-228.65,266.98,0.0,127.2,0.71,-274.34,352.1,0.0,145.83,11.5,-354.19,284.28,0.0,183.5,-19.37,-413.89,409.66,0.0,130.79,19.14,-335.92,312.0,0.0,128.56,20.95,-415.34,284.38,0.0,138.02,7.95,-347.23,303.08,0.0,155.86,-2.15,-333.2,323.39,0.0,118.8,2.84,-314.89,272.6,05
29,0.0,76.2,23.94,-225.68,94.76,0.0,88.94,0.92,-210.26,193.29,0.0,136.82,12.95,-295.56,375.35,0.0,120.26,-9.77,-256.59,332.01,0.0,137.18,9.08,-329.2,348.88,0.0,147.07,3.75,-376.63,298.19,0.0,147.6,-12.13,-370.69,421.85,0.0,151.36,29.6,-382.15,319.49,0.0,151.77,28.27,-370.54,295.87,0.0,117.52,-7.28,-227.56,317.95,0.0,138.38,-17.66,-266.44,375.56,0.0,122.18,9.09,-325.19,361.97,06
30,0.0,70.74,22.06,-166.15,101.76,0.0,99.85,17.08,-273.95,215.45,0.0,101.87,4.77,-236.51,286.65,0.0,125.5,8.93,-324.88,227.15,0.0,101.32,-5.27,-248.4,264.65,0.0,155.74,11.66,-422.68,357.86,0.0,167.94,4.23,-360.38,382.35,0.0,138.96,17.67,-478.16,229.07,0.0,127.13,-14.93,-237.66,302.16,0.0,111.22,-21.7,-339.77,282.68,0.0,137.54,2.64,-420.63,341.64,0.0,115.49,-0.5,-243.86,309.56,07
31,0.0,90.59,1.53,-150.9,137.93,0.0,88.3,14.24,-188.13,219.24,0.0,127.48,16.91,-320.29,270.34,0.0,108.3,5.15,-418.36,205.15,0.0,104.41,4.79,-302.87,214.41,0.0,184.9,33.57,-523.75,359.79,0.0,122.43,-0.4,-279.22,262.06,0.0,158.76,38.45,-394.45,387.56,0.0,160.97,12.38,-627.61,272.5,0.0,148.94,41.79,-475.61,355.28,0.0,147.34,-12.3,-350.19,342.03,0.0,157.06,39.2,-396.28,336.06,08
32,0.0,57.6,16.53,-147.62,81.69,0.0,94.4,6.08,-202.07,180.41,0.0,114.99,1.94,-257.02,377.61,0.0,114.72,-1.86,-247.07,258.03,0.0,156.02,-10.19,-346.33,460.06,0.0,140.44,1.17,-273.62,265.56,0.0,180.11,0.78,-530.08,601.83,0.0,129.35,-5.74,-311.5,371.33,0.0,150.42,18.13,-454.75,342.77,0.0,155.92,-7.23,-355.01,399.6,0.0,160.4,27.48,-517.39,303.04,0.0,145.02,-15.09,-465.11,335.02,01
33,0.0,48.79,5.35,-116.51,70.82,0.0,113.19,16.82,-264.19,211.55,0.0,84.21,8.19,-195.38,193.24,0.0,106.19,10.59,-233.46,255.96,0.0,147.3,39.63,-411.85,241.24,0.0,150.58,1.35,-435.69,367.28,0.0,193.29,8.91,-581.73,382.14,0.0,145.37,-6.39,-362.94,347.42,0.0,148.48,-30.29,-266.04,452.49,0.0,120.82,-14.11,-353.42,335.69,0.0,167.06,-5.64,-356.8,354.58,0.0,143.94,-19.5,-345.63,433.15,02
34,0.0,59.79,21.64,-127.83,98.17,0.0,89.74,4.07,-192.82,187.08,0.0,105.46,1.24,-221.67,270.72,0.0,136.95,-2.39,-291.97,342.86,0.0,138.24,20.7,-360.27,281.39,0.0,172.73,-9.83,-302.4,398.76,0.0,236.62,40.05,-558.73,471.11,0.0,188.67,-8.52,-530.66,377.83,0.0,174.82,15.73,-401.76,483.43,0.0,136.44,-6.12,-374.68,377.35,0.0,144.63,2.73,-371.01,334.52,0.0,174.51,4.69,-540.54,395.48,03
35,0.0,48.87,11.5,-133.09,80.09,0.0,87.95,21.63,-211.17,148.7,0.0,84.51,-0.01,-287.29,238.49,0.0,107.77,21.62,-278.74,192.91,0.0,96.22,13.18,-294.56,221.79,0.0,163.11,-1.27,-443.47,351.77,0.0,148.31,-17.81,-357.94,337.38,0.0,185.54,-28.09,-373.02,435.42,0.0,132.59,15.87,-378.36,232.85,0.0,158.77,22.74,-407.33,362.38,0.0,115.04,12.69,-257.98,356.05,0.0,124.86,3.78,-402.78,254.68,04
36,0.0,58.4,18.84,-190.24,89.34,0.0,79.04,-5.98,-163.58,184.16,0.0,111.92,-10.99,-231.85,342.9,0.0,130.17,-0.68,-351.65,259.56,0.0,160.41,-4.15,-351.15,308.81,0.0,169.94,12.57,-367.84,430.47,0.0,230.28,-11.4,-602.94,613.14,0.0,165.3,-18.2,-366.27,473.55,0.0,168.19,-2.66,-360.89,408.66,0.0,157.74,-9.87,-298.42,485.96,0.0,178.72,-10.89,-356.53,470.6,0.0,160.78,-4.11,-366.83,325.43,05
37,0.0,54.14,11.34,-160.5,78.58,0.0,70.73,7.29,-199.7,123.94,0.0,77.36,-1.01,-173.76,228.83,0.0,125.41,19.2,-327.88,309.27,0.0,152.03,0.06,-371.35,404.15,0.0,154.19,-17.39,-349.11,382.72,0.0,189.22,14.36,-496.58,402.67,0.0,164.97,2.36,-420.01,433.11,0.0,132.25,-14.33,-261.77,325.88,0.0,142.99,0.35,-376.74,416.19,0.0,118.62,-7.97,-276.04,323.25,0.0,125.22,-3.94,-340.76,307.47,06
38,0.0,50.02,-1.07,-103.98,103.61,0.0,102.23,27.95,-241.77,165.82,0.0,79.38,0.54,-172.5,185.03,0.0,141.9,25.07,-315.08,246.08,0.0,126.53,8.15,-362.56,298.75,0.0,177.18,8.52,-395.23,363.88,0.0,166.33,10.91,-517.01,324.41,0.0,163.54,-10.53,-393.31,433.96,0.0,186.04,1.46,-468.63,431.05,0.0,131.18,11.88,-289.38,298.46,0.0,160.91,11.58,-433.45,360.35,0.0,141.95,-4.91,-348.8,306.7,07
39,0.0,70.57,23.4,-163.5,114.13,0.0,83.08,-2.02,-197.07,172.61,0.0,128.23,-21.36,-208.74,298.88,0.0,135.88,-12.09,-310.13,323.38,0.0,152.67,-11.36,-335.06,365.25,0.0,183.39,-25.91,-349.29,446.77,0.0,190.28,25.98,-504.84,320.58,0.0,143.99,1.46,-380.87,439.35,0.0,154.92,0.99,-383.6,389.67,0.0,179.16,2.11,-384.09,441.5,0.0,134.76,5.61,-316.3,339.49,0.0,119.03,10.07,-280.7,249.82,08
40,0.0,87.58,30.96,-209.02,136.54,0.0,94.71,-2.08,-218.48,248.13,0.0,138.13,-8.58,-280.05,400.51,0.0,128.66,17.72,-287.8,286.34,0.0,97.78,-3.08,-285.08,234.3,0.0,162.16,38.35,-417.8,328.74,0.0,177.46,13.29,-432.71,387.65,0.0,130.97,17.65,-316.68,280.96,0.0,113.42,-10.35,-285.7,345.57,0.0,108.23,4.43,-277.2,248.13,0.0,172.45,8.08,-387.3,466.93,0.0,152.15,7.62,-359.29,324.31,01
41,0.0,37.82,8.66,-131.52,51.56,0.0,97.4,7.06,-243.8,213.78,0.0,92.77,-8.44,-211.0,255.63,0.0,83.67,-18.56,-183.54,235.93,0.0,94.59,-10.26,-202.15,224.13,0.0,94.25,8.85,-354.49,188.7,0.0,192.08,-40.1,-330.64,360.8,0.0,110.18,-8.12,-402.36,288.17,0.0,103.44,-2.03,-252.42,261.44,0.0,102.34,-8.68,-249.32,273.64,0.0,120.55,-8.19,-249.37,346.63,0.0,128.88,-25.9,-322.33,308.63,02
42,0.0,50.18,4.48,-220.06,75.32,0.0,75.49,-0.51,-166.15,187.14,0.0,128.6,10.4,-305.84,339.88,0.0,112.47,1.98,-317.52,232.86,0.0,119.91,11.17,-317.16,217.29,0.0,128.18,8.67,-342.31,248.6,0.0,140.85,-7.9,-397.7,379.78,0.0,132.72,-0.64,-329.58,368.08,0.0,138.79,0.9,-392.11,358.15,0.0,122.33,-14.54,-296.66,362.64,0.0,131.32,-2.78,-264.17,315.41,0.0,140.42,17.86,-316.1,326.47,03
43,0.0,60.65,12.55,-142.94,81.02,0.0,101.13,7.04,-206.79,172.5,0.0,119.65,9.02,-265.99,306.48,0.0,151.13,22.25,-324.87,319.25,0.0,94.09,-4.35,-202.47,338.84,0.0,121.06,7.54,-368.11,228.97,0.0,170.37,7.05,-372.43,392.65,0.0,154.03,19.31,-460.94,294.52,0.0,107.42,17.93,-280.11,217.87,0.0,127.83,-14.13,-330.74,335.82,0.0,126.07,0.74,-339.7,392.68,0.0,146.45,10.99,-353.97,301.4,04
44,0.0,58.86,13.83,-174.91,87.25,0.0,109.24,2.11,-183.86,227.23,0.0,144.44,28.59,-265.96,394.4,0.0,139.65,-15.94,-351.84,305.96,0.0,94.93,0.21,-194.87,243.41,0.0,157.58,25.81,-403.78,351.85,0.0,181.22,-11.85,-492.66,483.01,0.0,137.66,0.65,-502.93,276.78,0.0,152.94,-4.21,-493.79,396.93,0.0,118.27,-4.83,-329.54,342.0,0.0,162.87,-2.07,-389.56,457.03,0.0,133.45,8.08,-320.57,344.27,05
45,0.0,48.3,14.94,-155.8,74.98,0.0,72.73,-1.48,-180.15,232.39,0.0,108.17,-15.11,-216.21,346.88,0.0,132.03,22.33,-262.22,254.46,0.0,112.51,9.03,-260.73,240.16,0.0,146.19,6.38,-361.62,321.65,0.0,184.87,-34.15,-358.95,409.94,0.0,124.89,-3.66,-350.36,277.37,0.0,120.87,2.65,-309.85,284.17,0.0,118.41,-15.61,-281.23,291.28,0.0,146.94,3.39,-511.29,407.31,0.0,140.36,-3.16,-308.86,364.21,06
46,0.0,53.61,1.18,-145.04,89.36,0.0,124.28,28.59,-284.63,200.22,0.0,95.72,-2.82,-223.6,217.89,0.0,108.93,12.69,-291.11,256.94,0.0,85.07,-11.98,-202.84,299.45,0.0,98.73,2.86,-275.98,237.57,0.0,186.24,-1.02,-492.09,391.94,0.0,114.16,9.33,-286.8,343.3,0.0,106.18,16.55,-313.14,217.53,0.0,115.87,-12.62,-263.88,330.01,0.0,131.48,3.04,-254.88,310.67,0.0,122.38,2.34,-370.57,260.88,07
47,0.0,62.61,12.51,-209.07,83.04,0.0,87.67,1.64,-278.52,202.92,0.0,135.26,-1.8,-321.32,349.27,0.0,130.02,23.38,-297.01,303.75,0.0,134.68,10.05,-328.73,318.98,0.0,124.27,8.3,-315.69,224.22,0.0,160.25,-6.51,-385.77,370.85,0.0,144.0,-0.09,-352.0,339.58,0.0,126.09,-0.32,-345.39,347.25,0.0,123.22,10.24,-324.22,255.43,0.0,135.65,7.02,-299.18,307.3,0.0,158.97,22.09,-355.56,407.96,08
48,0.0,58.35,11.13,-186.66,95.94,0.0,94.15,-4.05,-243.2,160.08,0.0,98.88,3.99,-204.65,242.69,0.0,109.36,-9.55,-268.07,212.35,0.0,134.55,4.02,-347.67,247.71,0.0,161.67,-19.12,-356.99,341.64,0.0,161.02,1.52,-455.83,376.87,0.0,163.17,4.6,-339.33,375.16,0.0,155.7,-18.06,-416.57,423.06,0.0,146.7,-19.15,-316.45,345.54,0.0,137.9,4.54,-351.27,381.72,0.0,125.59,8.9,-393.11,259.46,01
49,0.0,49.91,14.08,-149.39,68.04,0.0,81.94,7.76,-193.29,136.06,0.0,114.83,-2.9,-228.24,336.82,0.0,118.2,10.18,-241.39,246.41,0.0,114.51,2.49,-276.65,272.45,0.0,159.55,18.99,-439.58,328.89,0.0,151.29,-1.32,-352.21,319.16,0.0,178.79,-11.8,-386.95,437.94,0.0,185.18,36.92,-531.53,321.93,0.0,166.73,-28.42,-407.71,407.13,0.0,147.1,-13.85,-301.82,447.86,0.0,101.42,5.14,-306.37,281.91,02
